#['main.py', '--data-set=cifar10', '--batch-size=1024', '--lr=1e-4', '--epochs=50', '--constraint=ClassSimilarity(eps=24/255, delta=0.1)', '--oracle-steps=30', '--oracle-restarts=3', '--delay=10', '--logic=DL2']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1,Extra2,Extra3,Extra4,Extra5,Extra6,Extra7,Extra8,Extra9
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09657118055555555,0.0,0.0,0.0,15.97266411781311,0.993272602558136,0.9908854365348816,1.0,1.0,0.0,0.0,0.9998915195465088,1.0,0.0023871527519077063,0.0
1,2.0569025675455728,0.002572678029537201,0.014580187698205313,1.0,1.0,0.2506103515625,0.19734700520833334,0.021952311197916668,0.3234592013888889,0.2737630208333333,0.06282552083333333,43.318469524383545,15.86124324798584,0.6455078125,0.6974826455116272,0.5171440839767456,0.5648871660232544,0.5113932490348816,0.4883897602558136,0.6892361044883728,0.6462673544883728,0.76953125,0.6761067509651184
2,1.7474255561828613,0.004563367925584316,0.036980691055456795,1.0,1.0,0.3575846354166667,0.3389485677083333,0.10611979166666667,0.3869357638888889,0.4487847222222222,0.1872829861111111,43.637370586395264,16.081036806106567,0.6083984375,0.6157768964767456,0.7041015625,0.7611762285232544,0.7561848759651184,0.6945529580116272,0.7673611044883728,0.7189670205116272,0.7593315839767456,0.5625
3,1.5888161659240723,0.005297910422086716,0.05169764161109924,1.0,1.0,0.4168497721354167,0.4121907552083333,0.17537434895833334,0.3882378472222222,0.46875,0.1916232638888889,44.51605415344238,15.915085315704346,0.7428385615348816,0.6565755009651184,0.6261935830116272,0.8287760615348816,0.872178852558136,0.6200087070465088,0.7351345419883728,0.8098958134651184,0.8505859375,0.5779079794883728
4,1.5032847722371419,0.006100415562589963,0.061651488145192467,1.0,1.0,0.4492390950520833,0.4423421223958333,0.21014404296875,0.416015625,0.5129123263888888,0.2158203125,45.52142262458801,17.033796310424805,0.8016493320465088,0.6161024570465088,0.7190755009651184,0.8524305820465088,0.9411892294883728,0.71484375,0.6179470419883728,0.8465712070465088,0.8681640625,0.4582248330116272
5,1.4465963045756023,0.006778256967663765,0.06603141129016876,1.0,1.0,0.4736531575520833,0.4601643880208333,0.22184244791666666,0.4047309027777778,0.5190972222222222,0.23958333333333334,43.2913875579834,15.831045866012573,0.7586805820465088,0.6496310830116272,0.7356770634651184,0.87890625,0.9612630009651184,0.7146267294883728,0.635850727558136,0.8539496660232544,0.8631727695465088,0.51953125
6,1.40433136622111,0.007203659663597743,0.06360860168933868,1.0,1.0,0.4888509114583333,0.4795125325520833,0.25433349609375,0.4266493055555556,0.5611979166666666,0.2668185763888889,44.98070478439331,17.144509077072144,0.7796223759651184,0.6419270634651184,0.8025173544883728,0.8657768964767456,0.954210102558136,0.7689887285232544,0.6048176884651184,0.822265625,0.8900824785232544,0.4705946147441864
7,1.362972895304362,0.007479604954520862,0.06141821046670278,1.0,1.0,0.5073445638020834,0.4891357421875,0.2766520182291667,0.4328342013888889,0.572265625,0.2951388888888889,43.63705563545227,16.45752215385437,0.7944878339767456,0.6976996660232544,0.7508680820465088,0.8407118320465088,0.964952290058136,0.7320963740348816,0.6596137285232544,0.8602430820465088,0.8715277910232544,0.5139973759651184
8,1.3238521416982014,0.007634688789645831,0.05960466464360555,1.0,1.0,0.5207926432291666,0.5041097005208334,0.295166015625,0.4419487847222222,0.5716145833333334,0.3149956597222222,44.13628625869751,15.780940294265747,0.7944878339767456,0.6694878339767456,0.7956814169883728,0.8512369990348816,0.9705946445465088,0.7615017294883728,0.6226128339767456,0.876085102558136,0.862413227558136,0.5124782919883728
9,1.2981979846954346,0.008090707783897718,0.05758663018544515,1.0,1.0,0.5316975911458334,0.51068115234375,0.3176676432291667,0.4287109375,0.5427517361111112,0.2661675347222222,43.20139241218567,16.07618474960327,0.775499165058136,0.787217915058136,0.7517361044883728,0.8495008945465088,0.9633246660232544,0.7259114384651184,0.6497395634651184,0.8608940839767456,0.8978949785232544,0.5162760615348816
10,1.2661667664845784,0.008473138014475504,0.0574063112338384,1.0,1.0,0.5445760091145834,0.5123494466145834,0.33349609375,0.4734157986111111,0.5450303819444444,0.2915581597222222,43.48959302902222,15.824392318725586,0.796006977558136,0.765625,0.8573133945465088,0.8798828125,0.9637587070465088,0.8319227695465088,0.5455729365348816,0.884765625,0.8958333134651184,0.432183176279068
11,1.250261386235555,0.006332851325472196,0.03673036644856135,1.0014698505401611,0.9985302090644836,0.5500081380208334,0.5605875651041666,0.3986409505208333,0.4903428819444444,0.6410590277777778,0.3952907986111111,43.72674822807312,15.850483655929565,0.7488064169883728,0.659288227558136,0.84375,0.7700737714767456,0.9155815839767456,0.8108723759651184,0.676866352558136,0.7928602695465088,0.8590494990348816,0.5773654580116272
12,1.2278577486673992,0.005310076599319776,0.02402165283759435,1.006123661994934,0.9938763380050659,0.5581461588541666,0.5880533854166666,0.4528401692708333,0.5044487847222222,0.6563585069444444,0.4307725694444444,43.58107614517212,15.846744060516357,0.7587890625,0.6273871660232544,0.84765625,0.7458767294883728,0.8901909589767456,0.7934027910232544,0.6877170205116272,0.8307291865348816,0.8756510615348816,0.5724826455116272
13,1.203217585881551,0.005063372664153576,0.020852111279964447,1.01105797290802,0.9889420866966248,0.5706583658854166,0.597900390625,0.4765625,0.5103081597222222,0.6663411458333334,0.4405381944444444,43.55186986923218,17.367659091949463,0.7485893964767456,0.6423611044883728,0.814453125,0.7037760615348816,0.8786892294883728,0.739366352558136,0.7352430820465088,0.8063151240348816,0.8761935830116272,0.6488715410232544
14,1.1842701435089111,0.0049276165664196014,0.01890965799490611,1.0159592628479004,0.9840407967567444,0.5765177408854166,0.6120808919270834,0.5004475911458334,0.5048828125,0.6538628472222222,0.4293619791666667,46.61613416671753,17.27857732772827,0.737413227558136,0.666124165058136,0.786241352558136,0.6857638955116272,0.9040798544883728,0.7550998330116272,0.7275390625,0.811631977558136,0.8723958134651184,0.6643880009651184
15,1.173965295155843,0.004705815576016903,0.018047815809647243,1.0211020708084106,0.9788979291915894,0.58203125,0.6168009440104166,0.5057576497395834,0.5372178819444444,0.6749131944444444,0.4636501736111111,44.57776856422424,15.852453708648682,0.7604166865348816,0.6591796875,0.8464626669883728,0.7446831464767456,0.8568793535232544,0.791124165058136,0.7182074785232544,0.8037109375,0.8846571445465088,0.5904948115348816
