#['main.py', '--data-set=cifar10', '--batch-size=1024', '--lr=1e-4', '--epochs=50', '--constraint=ClassSimilarity(eps=24/255, delta=0.1)', '--oracle-steps=30', '--oracle-restarts=3', '--delay=10', '--logic=KD']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1,Extra2,Extra3,Extra4,Extra5,Extra6,Extra7,Extra8,Extra9
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09657118055555555,0.0,0.0,0.0,18.595717191696167,0.9943576455116272,0.9462890625,1.0,0.996202290058136,0.0,0.0,1.0,1.0,0.0016276041278615594,0.0023871527519077063
1,2.0569025675455728,0.4249538580576579,0.6563717921574911,1.0,1.0,0.2506103515625,0.19734700520833334,0.23321533203125,0.3118489583333333,0.2807074652777778,0.3292100694444444,51.32253336906433,18.714566230773926,0.6549479365348816,0.6685112714767456,0.5874565839767456,0.525499165058136,0.505859375,0.504991352558136,0.5081380009651184,0.7121310830116272,0.671983540058136,0.6614583134651184
2,1.7474255561828613,0.61319633324941,0.8152246475219727,1.0,1.0,0.3575846354166667,0.3389485677083333,0.32281494140625,0.3559027777777778,0.4484592013888889,0.4305555555555556,51.01595902442932,18.542014837265015,0.7467448115348816,0.4768880307674408,0.8299696445465088,0.6985676884651184,0.838975727558136,0.6903212070465088,0.6655815839767456,0.6864149570465088,0.7775607705116272,0.4488932192325592
3,1.5888161659240723,0.6025733947753906,0.8078077634175619,1.0,1.0,0.4168497721354167,0.4121907552083333,0.3899943033854167,0.3345269097222222,0.4663628472222222,0.3349609375,51.31769394874573,18.547085762023926,0.9153645634651184,0.4475911557674408,0.83984375,0.7243923544883728,0.9423828125,0.7058376669883728,0.5131293535232544,0.6181640625,0.9442274570465088,0.346245676279068
4,1.5032847722371419,0.5944768190383911,0.7650405565897623,1.0,1.0,0.4492390950520833,0.4423421223958333,0.47772216796875,0.3416883680555556,0.4973958333333333,0.3435329861111111,51.208118200302124,19.28972053527832,0.9575737714767456,0.482421875,0.9007161259651184,0.8142361044883728,0.9626736044883728,0.8056640625,0.456597238779068,0.4991319477558136,0.9662543535232544,0.2233072966337204
5,1.4465963045756023,0.5920818646748861,0.6796829700469971,1.0,1.0,0.4736531575520833,0.4601643880208333,0.5821736653645834,0.3203125,0.5202907986111112,0.3572048611111111,50.85863637924194,18.468703508377075,0.9573567509651184,0.46484375,0.9096137285232544,0.8363715410232544,0.9585503339767456,0.8154296875,0.4691840410232544,0.4922960102558136,0.9680989384651184,0.2178819477558136
6,1.40433136622111,0.5811834335327148,0.6375347773234049,1.0,1.0,0.4888509114583333,0.4795125325520833,0.5973917643229166,0.3458116319444444,0.5642361111111112,0.3680555555555556,50.659504413604736,18.677847623825073,0.9567057490348816,0.5776909589767456,0.9341362714767456,0.8824869990348816,0.9390190839767456,0.8641493320465088,0.4606119692325592,0.4388020932674408,0.9715712070465088,0.1786024272441864
7,1.362972895304362,0.5756893952687582,0.6355965534845988,1.0,1.0,0.5073445638020834,0.4891357421875,0.5727945963541666,0.3517795138888889,0.560546875,0.3479817708333333,53.12383770942688,18.89163088798523,0.9539930820465088,0.7507595419883728,0.9018012285232544,0.8269314169883728,0.9128689169883728,0.796875,0.4766710102558136,0.5364583134651184,0.9601779580116272,0.2770182192325592
8,1.3238521416982014,0.5668778419494629,0.6356308857599894,1.0,1.0,0.5207926432291666,0.5041097005208334,0.5599161783854166,0.3707682291666667,0.5831163194444444,0.3332248263888889,50.31157612800598,18.45072317123413,0.9534505009651184,0.6404079794883728,0.9099392294883728,0.8627387285232544,0.9156901240348816,0.8276909589767456,0.442925363779068,0.5963541865348816,0.960069477558136,0.2766927182674408
9,1.2981979846954346,0.5623542467753092,0.6574641068776449,1.0,1.0,0.5316975911458334,0.51068115234375,0.5190633138020834,0.3608940972222222,0.5378689236111112,0.2966579861111111,54.02956438064575,19.099132537841797,0.9490017294883728,0.8723958134651184,0.8845486044883728,0.8708767294883728,0.9099392294883728,0.8079426884651184,0.4488932192325592,0.5427517294883728,0.9651692509651184,0.3109809160232544
10,1.2661667664845784,0.5613107681274414,0.6509846846262614,1.0,1.0,0.5445760091145834,0.5123494466145834,0.5171915690104166,0.4047309027777778,0.5694444444444444,0.2931857638888889,52.1725492477417,19.307920694351196,0.94921875,0.8492838740348816,0.9314236044883728,0.9125434160232544,0.9077690839767456,0.9031032919883728,0.3809678852558136,0.6239149570465088,0.9596354365348816,0.2428385466337204
11,1.4215718905131023,0.400215744972229,0.5225546757380167,1.0026473999023438,0.9973525404930115,0.4957071940104167,0.7103068033854166,0.537841796875,0.2913411458333333,0.8529730902777778,0.5452473958333334,51.10648202896118,18.433014154434204,0.5992838740348816,0.759765625,0.8944227695465088,0.632921040058136,0.7830946445465088,0.6381293535232544,0.7097439169883728,0.619140625,0.70703125,0.7386067509651184
12,1.388841152191162,0.30617382129033405,0.23773070176442465,1.0073953866958618,0.9926046133041382,0.5097859700520834,0.79345703125,0.8468424479166666,0.2105034722222222,0.9153645833333334,0.5541449652777778,52.32243752479553,20.176183462142944,0.6431206464767456,0.7184244990348816,0.9312065839767456,0.6629774570465088,0.6864149570465088,0.6234809160232544,0.7595486044883728,0.5807291865348816,0.6761067509651184,0.784288227558136
