#['main.py', '--data-set=cifar10', '--batch-size=1024', '--lr=1e-4', '--epochs=50', '--constraint=ClassSimilarity(eps=24/255, delta=0.1)', '--oracle-steps=30', '--oracle-restarts=3']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1,Extra2,Extra3,Extra4,Extra5,Extra6,Extra7,Extra8,Extra9
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09657118055555555,0.0,0.0,0.0,16.27890157699585,0.993272602558136,0.9908854365348816,1.0,1.0,0.0,0.0,0.9998915195465088,1.0,0.0023871527519077063,0.0
1,2.0569025675455728,0.002572678029537201,0.014580187698205313,1.0,1.0,0.2506103515625,0.19734700520833334,0.021952311197916668,0.3234592013888889,0.2737630208333333,0.06282552083333333,44.71040058135986,15.83359146118164,0.6455078125,0.6974826455116272,0.5171440839767456,0.5648871660232544,0.5113932490348816,0.4883897602558136,0.6892361044883728,0.6462673544883728,0.76953125,0.6761067509651184
2,1.7474255561828613,0.004563367925584316,0.036980691055456795,1.0,1.0,0.3575846354166667,0.3389485677083333,0.10611979166666667,0.3869357638888889,0.4487847222222222,0.1872829861111111,44.26006889343262,15.814582824707031,0.6083984375,0.6157768964767456,0.7041015625,0.7611762285232544,0.7561848759651184,0.6945529580116272,0.7673611044883728,0.7189670205116272,0.7593315839767456,0.5625
3,1.5888161659240723,0.005297910422086716,0.05169764161109924,1.0,1.0,0.4168497721354167,0.4121907552083333,0.17537434895833334,0.3882378472222222,0.46875,0.1916232638888889,43.57146430015564,16.07045888900757,0.7428385615348816,0.6565755009651184,0.6261935830116272,0.8287760615348816,0.872178852558136,0.6200087070465088,0.7351345419883728,0.8098958134651184,0.8505859375,0.5779079794883728
4,1.5032847722371419,0.006100415562589963,0.061651488145192467,1.0,1.0,0.4492390950520833,0.4423421223958333,0.21014404296875,0.416015625,0.5129123263888888,0.2158203125,45.011767625808716,15.844032526016235,0.8016493320465088,0.6161024570465088,0.7190755009651184,0.8524305820465088,0.9411892294883728,0.71484375,0.6179470419883728,0.8465712070465088,0.8681640625,0.4582248330116272
5,1.4465963045756023,0.006778256967663765,0.06603141129016876,1.0,1.0,0.4736531575520833,0.4601643880208333,0.22184244791666666,0.4047309027777778,0.5190972222222222,0.23958333333333334,43.60505247116089,15.810985326766968,0.7586805820465088,0.6496310830116272,0.7356770634651184,0.87890625,0.9612630009651184,0.7146267294883728,0.635850727558136,0.8539496660232544,0.8631727695465088,0.51953125
6,1.40433136622111,0.007203659663597743,0.06360860168933868,1.0,1.0,0.4888509114583333,0.4795125325520833,0.25433349609375,0.4266493055555556,0.5611979166666666,0.2668185763888889,45.368393898010254,15.808299541473389,0.7796223759651184,0.6419270634651184,0.8025173544883728,0.8657768964767456,0.954210102558136,0.7689887285232544,0.6048176884651184,0.822265625,0.8900824785232544,0.4705946147441864
7,1.362972895304362,0.007479604954520862,0.06141821046670278,1.0,1.0,0.5073445638020834,0.4891357421875,0.2766520182291667,0.4328342013888889,0.572265625,0.2951388888888889,46.54336905479431,17.00519824028015,0.7944878339767456,0.6976996660232544,0.7508680820465088,0.8407118320465088,0.964952290058136,0.7320963740348816,0.6596137285232544,0.8602430820465088,0.8715277910232544,0.5139973759651184
8,1.3238521416982014,0.007634688789645831,0.05960466464360555,1.0,1.0,0.5207926432291666,0.5041097005208334,0.295166015625,0.4419487847222222,0.5716145833333334,0.3149956597222222,45.57444381713867,17.27192521095276,0.7944878339767456,0.6694878339767456,0.7956814169883728,0.8512369990348816,0.9705946445465088,0.7615017294883728,0.6226128339767456,0.876085102558136,0.862413227558136,0.5124782919883728
9,1.2981979846954346,0.008090707783897718,0.05758663018544515,1.0,1.0,0.5316975911458334,0.51068115234375,0.3176676432291667,0.4287109375,0.5427517361111112,0.2661675347222222,44.402259826660156,16.406179904937744,0.775499165058136,0.787217915058136,0.7517361044883728,0.8495008945465088,0.9633246660232544,0.7259114384651184,0.6497395634651184,0.8608940839767456,0.8978949785232544,0.5162760615348816
10,1.2661667664845784,0.008473138014475504,0.0574063112338384,1.0,1.0,0.5445760091145834,0.5123494466145834,0.33349609375,0.4734157986111111,0.5450303819444444,0.2915581597222222,46.4639995098114,17.204063653945923,0.796006977558136,0.765625,0.8573133945465088,0.8798828125,0.9637587070465088,0.8319227695465088,0.5455729365348816,0.884765625,0.8958333134651184,0.432183176279068
11,1.2458902994791667,0.008543591946363449,0.055480306347211204,1.0,1.0,0.5514119466145834,0.5226236979166666,0.3428141276041667,0.4900173611111111,0.5872395833333334,0.328125,44.50251626968384,15.865967512130737,0.8003472089767456,0.7477213740348816,0.8130425214767456,0.8460286259651184,0.94921875,0.7913411259651184,0.626953125,0.8532986044883728,0.8781467080116272,0.5187717080116272
12,1.2224450906117756,0.00859633336464564,0.053809727231661476,1.0,1.0,0.5604654947916666,0.5319417317708334,0.3583780924479167,0.4966362847222222,0.5713975694444444,0.3243272569444444,43.540629625320435,16.010971546173096,0.7922092080116272,0.7759331464767456,0.8171657919883728,0.8503689169883728,0.9496527910232544,0.7928602695465088,0.6190321445465088,0.880967915058136,0.8996310830116272,0.4903428852558136
13,1.1962637901306152,0.008923931047320366,0.05438144505023956,1.0,1.0,0.57177734375,0.5330607096354166,0.3694864908854167,0.4916449652777778,0.5895182291666666,0.3289930555555556,46.076042890548706,15.874016523361206,0.7894965410232544,0.7624782919883728,0.7786458134651184,0.8468967080116272,0.937608540058136,0.7433810830116272,0.682725727558136,0.8547092080116272,0.904296875,0.5675998330116272
14,1.1776105562845867,0.008924031009276709,0.05191779136657715,1.0,1.0,0.5773111979166666,0.5431925455729166,0.3853759765625,0.4989149305555556,0.5675998263888888,0.3251953125,43.265647888183594,15.854941129684448,0.7860243320465088,0.7973090410232544,0.7658420205116272,0.826280415058136,0.9535590410232544,0.7508680820465088,0.6818576455116272,0.863389790058136,0.9002821445465088,0.574327290058136
15,1.1674474080403645,0.00883395659426848,0.051962281266848244,1.0,1.0,0.5832722981770834,0.5452880859375,0.390625,0.5134548611111112,0.5925564236111112,0.3330078125,45.1693069934845,16.589635610580444,0.7900390625,0.8160807490348816,0.8332248330116272,0.8637152910232544,0.9211154580116272,0.8024088740348816,0.6478949785232544,0.8529731035232544,0.9104817509651184,0.5053168535232544
16,1.1485724449157715,0.009262726331750551,0.052921523650487266,1.0,1.0,0.589599609375,0.5444742838541666,0.390869140625,0.5226779513888888,0.6099175347222222,0.3576388888888889,44.263999700546265,16.18459701538086,0.8069661259651184,0.8001301884651184,0.8197699785232544,0.821397602558136,0.921875,0.7828776240348816,0.6462673544883728,0.8532986044883728,0.9149305820465088,0.5692274570465088
17,1.135126034418742,0.00926469142238299,0.05311866601308187,1.0,1.0,0.5948689778645834,0.5499064127604166,0.3968912760416667,0.5308159722222222,0.6042751736111112,0.3547092013888889,44.475011587142944,16.011329650878906,0.76953125,0.7893880009651184,0.8377821445465088,0.861436665058136,0.9364149570465088,0.8100043535232544,0.6727430820465088,0.8644748330116272,0.9010416865348816,0.5236545205116272
18,1.1153366565704346,0.009177809581160545,0.050324708223342896,1.0,1.0,0.6000569661458334,0.5553181966145834,0.40533447265625,0.5131293402777778,0.5740017361111112,0.3095703125,44.33378076553345,15.772966623306274,0.8247612714767456,0.8474392294883728,0.7855902910232544,0.8166232705116272,0.9418402910232544,0.7630208134651184,0.6240234375,0.8883463740348816,0.919053852558136,0.5638020634651184
19,1.1053167184193928,0.009407523398598036,0.05201899508635203,1.0,1.0,0.6073201497395834,0.5601603190104166,0.4119059244791667,0.5379774305555556,0.6312934027777778,0.3756510416666667,43.55947470664978,16.633436918258667,0.7578125,0.7709418535232544,0.8599175214767456,0.8586154580116272,0.920030415058136,0.8459201455116272,0.6840277910232544,0.8386501669883728,0.908311665058136,0.5495876669883728
20,1.0954408645629883,0.009440020968516668,0.05289489527543386,1.0,1.0,0.6098429361979166,0.55804443359375,0.40802001953125,0.5571831597222222,0.6114366319444444,0.3581814236111111,44.27238178253174,15.806158542633057,0.7865668535232544,0.809678852558136,0.8307291865348816,0.8382161259651184,0.916124165058136,0.802842915058136,0.682725727558136,0.8599175214767456,0.9069010615348816,0.5551215410232544
