#['main.py', '--data-set=mnist', '--batch-size=2048', '--lr=1e-3', '--epochs=50', '--constraint=StandardRobustness(eps=0.4, delta=0.1)', '--oracle-steps=20', '--oracle-restarts=30', '--logic=DL2', '--initial-dl-weight=1.5']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.098388671875,1.0,1.0,0.0,49.642247915267944
1,1.562841218093346,0.03499850322460306,0.07463557966824236,0.49754446744918823,1.5024555921554565,0.6499191810344828,0.5567584859913793,0.30078125,0.9117431640625,0.2271728515625,0.0518798828125,184.17158317565918,49.47336483001709
2,1.2806342552448142,0.05002794594600283,0.10701583993845973,0.49087846279144287,1.5091215372085571,0.8500134698275862,0.38609577047413796,0.11972992995689655,0.9478759765625,0.2581787109375,0.01708984375,184.11783933639526,50.99088525772095
3,1.2376044700885642,0.041730794413336394,0.10816805116061506,0.48367953300476074,1.5163204669952393,0.882391567887931,0.41389412715517243,0.09154431573275862,0.9580078125,0.4163818359375,0.012939453125,189.26617074012756,49.54774355888367
4,1.2234185317467,0.03159097145343649,0.10364483142721242,0.4754275381565094,1.524572491645813,0.8892611799568966,0.4599609375,0.08129040948275862,0.9547119140625,0.7462158203125,0.0084228515625,185.3785126209259,49.785399436950684
5,1.1981769430226292,0.026184104639908362,0.10064534483284786,0.46549561619758606,1.5345044136047363,0.8896147629310345,0.4879950161637931,0.07990975215517242,0.9527587890625,0.920654296875,0.005859375,185.07681941986084,49.75217914581299
6,1.167187394766972,0.02413351165837255,0.09855717626111261,0.4536575376987457,1.5463426113128662,0.8954236260775862,0.49249057112068967,0.08422009698275862,0.946044921875,0.994873046875,0.0311279296875,187.56631231307983,49.78531861305237
7,1.1406038218531116,0.023916297945482976,0.09363717046277277,0.4395454227924347,1.5604546070098877,0.8941945043103449,0.4831458782327586,0.09881802262931035,0.9471435546875,0.997802734375,0.0263671875,184.74462485313416,49.5282244682312
8,1.1090158922918911,0.024327070548616606,0.09038033978692417,0.4236220121383667,1.5763779878616333,0.8948006465517241,0.47233634159482757,0.11331492456896551,0.9490966796875,0.9993896484375,0.0416259765625,184.29847025871277,49.557605028152466
9,1.0896386771366513,0.023471285556924754,0.08528639530313425,0.40768754482269287,1.5923124551773071,0.8920730064655172,0.4804350754310345,0.1297649515086207,0.9375,0.999755859375,0.123779296875,184.1333658695221,49.525113344192505
10,1.072654395267881,0.023257804327997667,0.08021100636186271,0.3915674686431885,1.6084325313568115,0.8900356950431034,0.48602505387931033,0.14698949353448276,0.9388427734375,0.9989013671875,0.1309814453125,184.15294289588928,49.56260681152344
11,1.0696239471435547,0.02197683885179717,0.07453115233059587,0.37396952509880066,1.6260305643081665,0.8857758620689655,0.5036200161637931,0.17081425107758622,0.934814453125,0.9989013671875,0.1923828125,184.11052298545837,49.551923990249634
12,1.0748285753973599,0.020104626129413473,0.0679530275279078,0.35498228669166565,1.6450176239013672,0.8838395743534483,0.5284044989224138,0.1970972521551724,0.9378662109375,0.9984130859375,0.2255859375,184.0858383178711,49.56003141403198
13,1.0790426320043103,0.018122422284093397,0.061792044804014006,0.3365327715873718,1.6634671688079834,0.8850013469827587,0.5523976293103449,0.22353178879310345,0.923828125,0.9989013671875,0.2650146484375,184.07240653038025,49.511794328689575
14,1.0995591919997643,0.015422850847244263,0.05491655037320893,0.3170519173145294,1.6829479932785034,0.8801690463362069,0.5935142780172413,0.2542429956896552,0.9334716796875,0.99755859375,0.2579345703125,184.35994124412537,49.54395246505737
15,1.117011629301926,0.013373656519528094,0.04852006353180984,0.2973906099796295,1.7026094198226929,0.8780307112068966,0.6275761045258621,0.28401131465517243,0.921142578125,0.9989013671875,0.439453125,184.22232842445374,49.56108808517456
16,1.1351426223228718,0.011319721567219701,0.04274251543242356,0.2781050205230713,1.7218950986862183,0.8725754310344828,0.6634058459051724,0.3229896282327586,0.9305419921875,0.99951171875,0.4339599609375,184.08716797828674,49.54424262046814
17,1.1500295441726158,0.009795239259456766,0.03755898311220367,0.2602793276309967,1.7397207021713257,0.8758250269396551,0.6908842941810345,0.35881936961206895,0.929931640625,0.9990234375,0.4937744140625,184.2323157787323,49.53126287460327
18,1.1680687213766163,0.008341854502414835,0.033196504773764776,0.2407134473323822,1.7592864036560059,0.8730300377155172,0.7215449892241379,0.39533943965517243,0.9178466796875,0.99951171875,0.500244140625,187.29564881324768,49.637430906295776
19,1.1852747160812904,0.0072529840058293835,0.028857734696618443,0.22975106537342072,1.7702488899230957,0.8716998922413793,0.7463463092672413,0.43553003771551724,0.927734375,0.99951171875,0.545654296875,184.51090335845947,49.73245334625244
20,1.1836005901468212,0.006673479902333227,0.027884647764008622,0.229280024766922,1.7707200050354004,0.872137661637931,0.7614661907327587,0.44334253771551724,0.923583984375,0.9993896484375,0.5526123046875,184.82677626609802,49.875810384750366
21,1.1803065332873115,0.006614047391661282,0.027757198646150786,0.22901126742362976,1.7709887027740479,0.8697467672413793,0.7645979256465517,0.4486967941810345,0.9183349609375,0.99951171875,0.5177001953125,184.92814350128174,49.78864002227783
22,1.171765294568292,0.006764405760271796,0.027669481162367195,0.23221367597579956,1.7677863836288452,0.8717335668103449,0.7616850754310345,0.4506499191810345,0.921142578125,0.9993896484375,0.5118408203125,184.80703830718994,49.62106966972351
23,1.1614181255472118,0.006884869316528584,0.02803559138857085,0.23290672898292542,1.7670934200286865,0.8684334590517241,0.7603549299568966,0.45236732219827586,0.916748046875,0.999267578125,0.5458984375,188.60449385643005,49.58931088447571
24,1.149572306665881,0.0071145116255201145,0.02835653362603023,0.22933876514434814,1.7706612348556519,0.8699151400862069,0.7538052262931034,0.45753636853448276,0.9156494140625,0.9996337890625,0.600830078125,185.12229204177856,49.56218242645264
25,1.1380296904465248,0.007035730213954531,0.028187638726727717,0.2321377545595169,1.7678622007369995,0.8724744073275862,0.759832974137931,0.4628401131465517,0.9197998046875,0.9996337890625,0.623046875,184.05440759658813,49.52462458610535
26,1.1194368559738685,0.007542982183653733,0.028531097132584143,0.2274196445941925,1.7725803852081299,0.8717504040948276,0.7507071659482759,0.4650457974137931,0.9166259765625,0.999267578125,0.561279296875,184.0788676738739,49.6822304725647
27,1.0986956892342403,0.007953565696190143,0.028814864569696886,0.22830070555210114,1.7716991901397705,0.8736866918103449,0.7436355064655172,0.47194908405172414,0.9188232421875,0.9993896484375,0.6116943359375,184.05470204353333,49.67725110054016
28,1.0829473035088901,0.008146023955838433,0.028549991804977942,0.2256593555212021,1.7743407487869263,0.8772898706896551,0.7410930765086207,0.4807213092672414,0.9176025390625,0.99951171875,0.63671875,184.16698503494263,49.56407880783081
29,1.0634009262611126,0.008429545266874906,0.02893328255620496,0.22470307350158691,1.775296926498413,0.8778791756465517,0.7372036637931034,0.48716998922413796,0.907470703125,0.9996337890625,0.6798095703125,184.17503309249878,49.62494874000549
30,1.0432908288363754,0.009017224969535038,0.029069094822324556,0.22436116635799408,1.7756389379501343,0.8769699622844828,0.7311254040948276,0.49314722521551724,0.923828125,0.999755859375,0.6922607421875,184.1212728023529,49.55338740348816
31,1.0216468942576442,0.009482865703516993,0.029093590275994664,0.2243788242340088,1.7756211757659912,0.8792093211206896,0.7246935614224138,0.49636314655172414,0.9267578125,0.9998779296875,0.690185546875,184.27129340171814,49.61205577850342
32,0.9976333749705347,0.010029791757978242,0.029730663217347245,0.22165906429290771,1.7783409357070923,0.879327182112069,0.7182112068965517,0.5029633620689655,0.915283203125,0.99951171875,0.7117919921875,184.17658257484436,49.54791617393494
33,0.9783990794214709,0.010487079620361328,0.02992390353104164,0.22229444980621338,1.7777055501937866,0.8814318426724138,0.7155677532327587,0.5115672144396551,0.921630859375,0.9996337890625,0.71044921875,184.23422360420227,49.54216194152832
34,0.9577702489392511,0.010870342624598536,0.03010133011587735,0.2220861166715622,1.7779136896133423,0.8793440193965517,0.7113415948275862,0.5203394396551724,0.9150390625,0.9993896484375,0.701171875,184.0354504585266,49.5384156703949
35,0.9356373754040949,0.011380808106784162,0.030830574446711046,0.21940860152244568,1.7805912494659424,0.8799164870689655,0.7066608297413793,0.5192450161637931,0.928466796875,0.9996337890625,0.728515625,184.15528535842896,49.48495125770569
36,0.9111943080507475,0.012013469276757076,0.03123906974134774,0.21906177699565887,1.7809382677078247,0.8828125,0.7049265894396551,0.5250370420258621,0.9169921875,0.9984130859375,0.753662109375,184.0275981426239,49.4882595539093
37,0.8996526126203865,0.01197462246335786,0.03120690789715997,0.21957673132419586,1.7804232835769653,0.8820716594827587,0.7070480872844828,0.5352741109913793,0.920654296875,0.9989013671875,0.763427734375,184.1023850440979,49.50941586494446
38,0.8788287064124798,0.01272302352148911,0.03178709334340589,0.22019585967063904,1.7798041105270386,0.8832839439655172,0.7017443426724138,0.5378838900862069,0.9234619140625,0.9990234375,0.7884521484375,184.10799503326416,49.46352934837341
39,0.8565132535737137,0.013123432110095846,0.03276186153806489,0.21699002385139465,1.7830101251602173,0.8825094288793104,0.7002963362068966,0.5414028825431034,0.924072265625,0.9993896484375,0.7633056640625,183.96314644813538,49.46573781967163
40,0.8448386356748384,0.013220219776548189,0.032212138175964355,0.2172776311635971,1.7827224731445312,0.8850181842672413,0.7023673221982759,0.548407192887931,0.9266357421875,0.997314453125,0.7506103515625,184.07325911521912,49.47161412239075
41,0.8280298956509294,0.013747800013114667,0.03332055848220299,0.21549804508686066,1.7845019102096558,0.8834523168103449,0.70068359375,0.5510674838362069,0.9263916015625,0.99755859375,0.7822265625,184.05597066879272,49.47611975669861
42,0.8139142003552667,0.013910434369383187,0.033457838255783606,0.2151474505662918,1.7848525047302246,0.8879310344827587,0.7013402478448276,0.5614392510775862,0.9305419921875,0.9967041015625,0.7718505859375,184.01462197303772,49.471657037734985
43,0.7981826519143993,0.014475295255924094,0.03408404465379386,0.2132095843553543,1.7867904901504517,0.8871228448275862,0.6989156788793104,0.5596713362068966,0.9183349609375,0.995849609375,0.76171875,184.02525734901428,49.48265862464905
44,0.7815683299097521,0.014511996302111396,0.034574200367105415,0.21496202051639557,1.7850379943847656,0.8888234105603449,0.7015759698275862,0.5671470905172413,0.9354248046875,0.9962158203125,0.7476806640625,183.99707913398743,49.537921667099
45,0.7630181148134428,0.01492169191097391,0.034780239236765896,0.20961149036884308,1.7903884649276733,0.8920393318965517,0.7032260237068966,0.5678205818965517,0.924560546875,0.996337890625,0.80224609375,184.0082221031189,49.47801733016968
46,0.7541000103128368,0.01587462836298449,0.03509595065281309,0.2139175981283188,1.7860825061798096,0.8908438846982759,0.6990335398706896,0.5749764278017241,0.938232421875,0.9951171875,0.7882080078125,183.99094223976135,49.47040629386902
47,0.7437110111631197,0.015877776104828406,0.03539874224827207,0.21307529509067535,1.7869248390197754,0.8953057650862069,0.7006667564655172,0.5750774515086207,0.9349365234375,0.9940185546875,0.78466796875,184.19914650917053,49.52824950218201
48,0.7221546173095703,0.016314875462959552,0.035819386613780056,0.20811669528484344,1.7918832302093506,0.8985721982758621,0.7015086206896551,0.5817786907327587,0.9296875,0.994384765625,0.8082275390625,184.20531177520752,49.48788857460022
49,0.7162451908506197,0.016368279169345724,0.036111901546346734,0.21098333597183228,1.7890167236328125,0.896417025862069,0.6998585668103449,0.5831425107758621,0.9329833984375,0.99072265625,0.7774658203125,184.14952993392944,49.46588897705078
50,0.7022736648033405,0.016756361928479426,0.03697084969487684,0.20969732105731964,1.7903026342391968,0.9001549030172413,0.7017780172413793,0.5860385237068966,0.9261474609375,0.99462890625,0.8004150390625,184.09611225128174,49.49377775192261
