#['main.py', '--data-set=gtsrb', '--batch-size=4096', '--lr=1e-3', '--epochs=50', '--constraint=Groups(eps=16/255, delta=0.02)', '--oracle-steps=30', '--oracle-restarts=10', '--logic=YG']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0380859375,0.0,0.0,0.0,125.2402880191803
1,3.5201457341512046,0.9927932421366373,0.9928709665934244,0.9956172108650208,1.0043827295303345,0.09061686197916667,0.00146484375,0.0013427734375,0.16658528645833334,0.0,0.0,127.464670419693,123.01147150993347
2,3.0580898920694985,0.9295070966084799,0.9395424524943033,0.9896897077560425,1.010310173034668,0.18843587239583334,0.0233154296875,0.018758138020833332,0.2928873697916667,0.050618489583333336,0.027913411458333332,126.69825410842896,125.13007998466492
3,2.609724998474121,0.8375301361083984,0.8926987648010254,0.9834962487220764,1.0165036916732788,0.2789713541666667,0.052530924479166664,0.032307942708333336,0.43310546875,0.20442708333333334,0.100341796875,129.14309644699097,124.36310338973999
4,2.200862248738607,0.6025662819544474,0.7808053493499756,0.9783464670181274,1.0216535329818726,0.3560384114583333,0.156494140625,0.07421875,0.566650390625,0.4983723958333333,0.18831380208333334,128.09662508964539,124.62690567970276
5,1.8355647722880046,0.41414034366607666,0.6652153730392456,0.977532148361206,1.022467851638794,0.4416097005208333,0.31298828125,0.12788899739583334,0.6314290364583334,0.7386067708333334,0.2994791666666667,128.41838216781616,125.00713586807251
6,1.570878028869629,0.2743743856747945,0.5526689688364664,0.9805999994277954,1.0194000005722046,0.5067138671875,0.4954020182291667,0.20751953125,0.711669921875,0.834228515625,0.4021809895833333,128.73045539855957,124.92701005935669
7,1.3231298128763835,0.19180625677108765,0.45111870765686035,0.9849815964698792,1.0150182247161865,0.5730794270833334,0.6376139322916666,0.3065592447916667,0.7735188802083334,0.871826171875,0.473876953125,128.54420566558838,123.83841705322266
8,1.0869536399841309,0.15213303764661154,0.3943604628245036,0.9845610857009888,1.0154387950897217,0.6469319661458334,0.708984375,0.3827311197916667,0.8151041666666666,0.8998209635416666,0.5271809895833334,126.291175365448,122.9101345539093
9,0.9059305985768636,0.12159149845441182,0.3319651087125142,0.9792546629905701,1.0207453966140747,0.7032063802083334,0.7628580729166666,0.45849609375,0.8650716145833334,0.9180501302083334,0.6075032552083334,127.38819074630737,122.56265926361084
10,0.743336041768392,0.10115841031074524,0.28418199221293133,0.9749585390090942,1.0250414609909058,0.7550455729166666,0.7996826171875,0.5230712890625,0.9063313802083334,0.9374186197916666,0.6290690104166666,126.25913143157959,122.70797443389893
11,0.6245663563410441,0.0879862904548645,0.2499981919924418,0.9728943109512329,1.027105689048767,0.7980143229166666,0.826904296875,0.5707600911458334,0.9078776041666666,0.9469401041666666,0.6544596354166666,126.95038151741028,124.58397078514099
12,0.5365129709243774,0.07405165334542592,0.2303321361541748,0.9694260358810425,1.030574083328247,0.8280436197916666,0.8514811197916666,0.6004638671875,0.9266764322916666,0.9551595052083334,0.709716796875,128.2868046760559,123.13789319992065
13,0.47871923446655273,0.06514783203601837,0.19684276978174844,0.9684178829193115,1.0315821170806885,0.8479817708333334,0.8708089192708334,0.6525065104166666,0.93310546875,0.960693359375,0.7252604166666666,126.56362581253052,124.56224775314331
14,0.41215725739796955,0.06037445863087972,0.1826291879018148,0.968443751335144,1.0315563678741455,0.870849609375,0.8813883463541666,0.6772054036458334,0.945068359375,0.9654134114583334,0.7591959635416666,126.88708710670471,122.73105478286743
15,0.36821842193603516,0.05604089299837748,0.16417184472084045,0.9689818024635315,1.0310182571411133,0.8835856119791666,0.8899739583333334,0.7044677734375,0.9501953125,0.9681803385416666,0.7787272135416666,127.41883325576782,125.50782895088196
16,0.3363176186879476,0.04917584856351217,0.14875879883766174,0.9683317542076111,1.0316681861877441,0.8929036458333334,0.9018961588541666,0.7272135416666666,0.9488118489583334,0.9732259114583334,0.790771484375,128.49033403396606,124.81341075897217
17,0.3074185252189636,0.04621666669845581,0.13799721002578735,0.9683449864387512,1.031655192375183,0.9044189453125,0.9095458984375,0.7462565104166666,0.94873046875,0.9737141927083334,0.802490234375,126.45775008201599,122.67351055145264
18,0.27884864807128906,0.042318964997927346,0.1308404803276062,0.9678186178207397,1.0321813821792603,0.9130452473958334,0.9165445963541666,0.7585042317708334,0.9545084635416666,0.9720052083333334,0.8104654947916666,128.34400033950806,124.62815642356873
19,0.2591531276702881,0.04061925411224365,0.12301001946131389,0.966022253036499,1.0339778661727905,0.9215901692708334,0.9183349609375,0.7718912760416666,0.9571940104166666,0.9764811197916666,0.8248697916666666,127.32947015762329,124.07029223442078
20,0.2445621689160665,0.03897479176521301,0.12223951021830241,0.9640445709228516,1.035955548286438,0.923828125,0.9229329427083334,0.77490234375,0.9603678385416666,0.9771321614583334,0.8203125,128.16209030151367,123.6083173751831
21,0.23359992106755575,0.034815363585948944,0.11524816354115804,0.9622413516044617,1.037758708000183,0.9297281901041666,0.9294026692708334,0.7865804036458334,0.9622395833333334,0.97998046875,0.8434244791666666,128.4777534008026,122.67500138282776
22,0.21874427795410156,0.03539710243542989,0.10606906811396281,0.9625142812728882,1.0374857187271118,0.9327799479166666,0.9304606119791666,0.8035074869791666,0.9646809895833334,0.9785970052083334,0.843017578125,127.83989238739014,122.82960391044617
23,0.20742267370224,0.03495344519615173,0.09923961758613586,0.9628110527992249,1.0371891260147095,0.938720703125,0.9305826822916666,0.8121744791666666,0.9642740885416666,0.9805501302083334,0.857177734375,126.43017053604126,123.80330848693848
