#['main.py', '--data-set=gtsrb', '--batch-size=4096', '--lr=1e-3', '--epochs=50', '--constraint=Groups(eps=16/255, delta=0.02)', '--oracle-steps=30', '--oracle-restarts=10', '--logic=LK']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0380859375,0.0,0.0,0.0,120.79399585723877
1,3.5205227533976235,0.9942782719930013,0.994156281153361,0.9956218600273132,1.004378080368042,0.09016927083333333,0.0011800130208333333,0.001220703125,0.16585286458333334,0.0,0.0,125.09050631523132,121.1927285194397
2,3.0607824325561523,0.937438170115153,0.9430825710296631,0.9897017478942871,1.010298252105713,0.1878662109375,0.023396809895833332,0.019083658854166668,0.2919921875,0.052571614583333336,0.033365885416666664,125.43212747573853,121.62732100486755
3,2.6210082372029624,0.871143658955892,0.9052349726359049,0.9835153222084045,1.0164846181869507,0.2784830729166667,0.053507486979166664,0.0382080078125,0.44384765625,0.18546549479166666,0.10856119791666667,125.10176491737366,121.29310584068298
4,2.206890424092611,0.6589838266372681,0.7932736873626709,0.9780513048171997,1.0219486951828003,0.3593343098958333,0.15104166666666666,0.0836181640625,0.5375162760416666,0.5335286458333334,0.20475260416666666,125.90914130210876,121.08934020996094
5,1.8666353225708008,0.4016400973002116,0.6437357266743978,0.9780029058456421,1.021997094154358,0.4333089192708333,0.3416341145833333,0.15266927083333334,0.61767578125,0.7638346354166666,0.3372395833333333,124.2018735408783,120.4538369178772
6,1.5883010228474934,0.2679568330446879,0.5155994892120361,0.9822148680686951,1.0177850723266602,0.502685546875,0.5077718098958334,0.24686686197916666,0.699462890625,0.8409016927083334,0.4698079427083333,125.49297738075256,121.31609225273132
7,1.3374765714009602,0.18200671672821045,0.40418875217437744,0.9883863925933838,1.0116137266159058,0.5679117838541666,0.6512044270833334,0.358642578125,0.7763671875,0.8761393229166666,0.5702311197916666,124.20941066741943,120.65696835517883
8,1.096122185389201,0.14328032732009888,0.3357684214909871,0.9923216700553894,1.0076783895492554,0.6417643229166666,0.7223307291666666,0.4589029947916667,0.8189290364583334,0.9026692708333334,0.6172688802083334,124.80197763442993,120.83004784584045
9,0.8975693384806315,0.11432697375615437,0.2869706153869629,0.9914488196372986,1.0085512399673462,0.70703125,0.7716471354166666,0.5216878255208334,0.85302734375,0.9227701822916666,0.68017578125,124.16228771209717,120.50012016296387
10,0.7425670623779297,0.0938597818215688,0.2441639502843221,0.986789882183075,1.0132102966308594,0.7555745442708334,0.8094889322916666,0.5804036458333334,0.8907877604166666,0.936767578125,0.6984049479166666,124.74433946609497,121.66949605941772
11,0.619836171468099,0.08199255168437958,0.20771644512812296,0.9826152920722961,1.0173847675323486,0.7989095052083334,0.8319905598958334,0.6302897135416666,0.8993326822916666,0.9409993489583334,0.7172037760416666,124.57207989692688,121.07739806175232
12,0.5398305257161459,0.07077932854493459,0.19106356302897134,0.9799233675003052,1.0200765132904053,0.82666015625,0.8552652994791666,0.6570638020833334,0.9178873697916666,0.9560546875,0.7666015625,125.158762216568,122.59438610076904
13,0.4736330509185791,0.05904443562030792,0.1645125945409139,0.9806884527206421,1.019311547279358,0.8492024739583334,0.8757731119791666,0.700439453125,0.9274088541666666,0.9561360677083334,0.77490234375,126.2496931552887,121.04306292533875
