#['main.py', '--data-set=gtsrb', '--batch-size=512', '--lr=0.00001', '--epochs=50', '--pgd-steps=30', '--constraint=Groups(eps=0.6, delta=0.02)', '--logic=YG']
Epoch,Train-P-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Test-P-Loss,Test-C-Loss,Test-P-Acc,Test-C-Acc,Time
0,0.0,0.0,1.0,1.0,0.0,0.0,0.007457446221406745,1.0,0.004750593824228029,0.0,0.0
1,3.020385166384139,0.9988211865695018,1.0000168085098267,0.9999831318855286,0.23234817216981132,0.0,0.006255854035027897,0.998119324648654,0.1660332541567696,0.0007125890736342043,113.20499014854431
2,2.085826945754717,0.9448725142568912,1.0000646114349365,0.9999352693557739,0.4874336674528302,0.013892983490566039,0.0056136988309858716,0.9757862758560966,0.2656373713380839,0.014172604908946953,113.37546110153198
3,1.4209633593289357,0.8290475809349204,1.0001367330551147,0.9998631477355957,0.6617777122641509,0.040131191037735846,0.004917910735189962,0.8890226797555424,0.3306413301662708,0.014885193982581157,112.81724977493286
4,0.9825309897368809,0.5541242203622494,1.0001881122589111,0.9998118877410889,0.7808446344339622,0.19125884433962265,0.005391621835063774,0.5688822186757719,0.33357086302454475,0.24877276326207443,112.71771478652954
5,0.6936348969081663,0.29933062139547095,1.0001959800720215,0.9998039603233337,0.8577535377358491,0.43724204009433965,0.005258639615769435,0.4824483573955859,0.33665874901029297,0.3802850356294537,113.18114471435547
6,0.48828326531176297,0.17763335749788103,1.0001857280731201,0.9998141527175903,0.9170474646226415,0.5825103183962265,0.005667026063703113,0.22911474570714568,0.3294536817102138,0.6854315122723674,113.17426323890686
7,0.35296656050772035,0.12359064030197431,1.0001755952835083,0.9998242855072021,0.9464180424528302,0.7170548349056604,0.005754096000230417,0.276285227385194,0.31243072050673,0.6204275534441805,113.07535433769226
8,0.2608436908362047,0.08932450132549934,1.0001649856567383,0.9998351335525513,0.9666126179245284,0.7737323113207547,0.006187591190292829,0.1904110918324426,0.3114806017418844,0.7193190815518606,113.19864511489868
9,0.18507441034856834,0.07048128236014888,1.0001593828201294,0.9998406171798706,0.9817216981132075,0.8293410966981132,0.006278132712756086,0.12719403747896874,0.31092636579572447,0.8539192399049881,113.43719935417175
10,0.14412296942944797,0.05861170786731648,1.0001587867736816,0.9998411536216736,0.9879864386792453,0.8594855542452831,0.006315184507875903,0.145313215217983,0.3234362628661916,0.8392715756136183,113.41492486000061
11,0.11542820480634582,0.05066407401606722,1.0001603364944458,0.9998396635055542,0.9916715801886793,0.8662662146226415,0.005996835184588096,0.13897377430967933,0.3271575613618369,0.8144893111638954,113.38698983192444
12,0.09538993295633567,0.046440574358094414,1.0001636743545532,0.9998364448547363,0.9936984080188679,0.8693985849056604,0.005870327983502821,0.14952724091325217,0.3304038004750594,0.7577988915281076,113.27895450592041
