#['main.py', '--data-set=mnist', '--batch-size=4096', '--lr=1e-5', '--epochs=50', '--constraint=EvenOdd(eps=0.4, delta=0.6, gamma=3.0)', '--oracle-steps=20', '--oracle-restarts=10', '--delay=10', '--logic=KD']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0814208984375,1.0,1.0,0.0,19.460926294326782,1.0,1.0
1,2.2927423204694475,0.5961356844220843,0.6171829359872001,1.0,1.0,0.11478097098214286,1.0,1.0,0.155029296875,1.0,1.0,68.09230852127075,19.07723045349121,1.0,1.0
2,2.2460731778826033,0.6027923992701939,0.6278753280639648,1.0,1.0,0.24937220982142858,1.0,0.9998256138392857,0.56689453125,1.0,1.0,68.63891220092773,19.05623173713684,1.0,1.0
3,2.1874848774501254,0.6159318515232631,0.6485799380711147,1.0,1.0,0.37112862723214285,0.9997035435267857,0.9891706194196429,0.6873779296875,1.0,1.0,68.06410503387451,19.063838720321655,1.0,1.0
4,2.117551939828055,0.6314774921962193,0.672626222882952,1.0,1.0,0.45066615513392855,0.9924490792410714,0.9255894252232143,0.7236328125,0.9981689453125,0.951904296875,68.59751915931702,19.0773823261261,0.951904296875,1.0
5,2.0383923394339427,0.6500874928065709,0.6948420660836356,1.0,1.0,0.5193045479910714,0.9584263392857143,0.7909458705357143,0.759765625,0.9539794921875,0.7564697265625,69.16370248794556,19.400115728378296,0.7564697265625,1.0
6,1.950106484549386,0.6672964777265277,0.7064121791294643,1.0,1.0,0.5682721819196429,0.8961879185267857,0.6997244698660714,0.7716064453125,0.892333984375,0.7359619140625,69.21308946609497,19.55531406402588,0.7359619140625,1.0
7,1.8610143661499023,0.6803994178771973,0.712418692452567,1.0,1.0,0.5959821428571429,0.8323625837053571,0.66455078125,0.7828369140625,0.8216552734375,0.7454833984375,68.64211559295654,19.05657124519348,0.7669677734375,0.978515625
8,1.7620468139648438,0.6898136820111956,0.7129752295357841,1.0,1.0,0.6244070870535714,0.748046875,0.642578125,0.7899169921875,0.7689208984375,0.70458984375,69.8352963924408,19.61341428756714,0.810791015625,0.893798828125
9,1.6650934219360352,0.6954708099365234,0.7146590096609933,1.0,1.0,0.6482456752232143,0.6827915736607143,0.6157924107142857,0.7974853515625,0.7109375,0.655517578125,69.52472043037415,19.307932376861572,0.85546875,0.800048828125
10,1.5710599081856864,0.6950028964451381,0.7145252908979144,1.0,1.0,0.6639578683035714,0.610107421875,0.5972551618303571,0.8016357421875,0.6478271484375,0.62109375,69.05890417098999,19.340818643569946,0.8681640625,0.7529296875
11,1.4802359172276087,0.6904950141906738,0.7129065649850028,0.9998764991760254,1.0001235008239746,0.6767752511160714,0.5538853236607143,0.567626953125,0.8094482421875,0.5794677734375,0.58740234375,69.25187349319458,19.234123945236206,0.8648681640625,0.7222900390625
