#['main.py', '--data-set=mnist', '--batch-size=4096', '--lr=1e-5', '--epochs=50', '--constraint=EvenOdd(eps=0.4, delta=0.6, gamma=3.0)', '--oracle-steps=20', '--oracle-restarts=10', '--delay=10', '--logic=DL2']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0814208984375,1.0,1.0,0.0,19.060121297836304,1.0,1.0
1,2.2927423204694475,0.0,0.0,1.0,1.0,0.11478097098214286,1.0,1.0,0.155029296875,1.0,1.0,67.44929504394531,18.705798625946045,1.0,1.0
2,2.2460731778826033,0.0,0.0,1.0,1.0,0.24937220982142858,1.0,1.0,0.56689453125,1.0,1.0,67.61120915412903,18.79145574569702,1.0,1.0
3,2.1874848774501254,1.8878197027204026e-06,1.8951056907618685e-05,1.0,1.0,0.37112862723214285,0.9997035435267857,0.9978201729910714,0.6873779296875,1.0,0.9990234375,66.86283588409424,18.749688625335693,0.9990234375,1.0
4,2.117551939828055,6.249468008588468e-05,0.0006235015711614064,1.0,1.0,0.45066615513392855,0.9924490792410714,0.9535260881696429,0.7236328125,0.9981689453125,0.8885498046875,67.25337886810303,18.820111989974976,0.8885498046875,1.0
5,2.0383923394339427,0.0005445220906819616,0.0037568932665245874,1.0,1.0,0.5193045479910714,0.9584263392857143,0.8023507254464286,0.759765625,0.9539794921875,0.619384765625,67.37175512313843,19.02207922935486,0.619384765625,1.0
6,1.950106484549386,0.0018059273383447102,0.009037828871182032,1.0,1.0,0.5682721819196429,0.8961879185267857,0.6170305524553571,0.7716064453125,0.892333984375,0.463134765625,67.03519105911255,18.75179409980774,0.467041015625,0.99609375
7,1.8610143661499023,0.0036606905715806143,0.014252146439892905,1.0,1.0,0.5959821428571429,0.8323625837053571,0.4619663783482143,0.7828369140625,0.8216552734375,0.3541259765625,67.70830535888672,19.079183101654053,0.436767578125,0.9173583984375
8,1.7620468139648438,0.0065562474940504345,0.019265975270952498,1.0,1.0,0.6244070870535714,0.748046875,0.3486851283482143,0.7899169921875,0.7689208984375,0.260009765625,67.84060287475586,18.934420824050903,0.5025634765625,0.7574462890625
9,1.6650934219360352,0.008958959153720311,0.02281905710697174,1.0,1.0,0.6482456752232143,0.6827915736607143,0.30948311941964285,0.7974853515625,0.7109375,0.1893310546875,67.78604507446289,19.0242121219635,0.54345703125,0.645751953125
10,1.5710599081856864,0.011998842869486128,0.025965860911778042,1.0,1.0,0.6639578683035714,0.610107421875,0.2899867466517857,0.8016357421875,0.6478271484375,0.1734619140625,68.07081842422485,19.033833742141724,0.5684814453125,0.603515625
11,1.480795451572963,0.014290260417120797,0.0276256331375667,0.9998766779899597,1.000123381614685,0.6783098493303571,0.5584368024553571,0.29837472098214285,0.81494140625,0.5906982421875,0.25244140625,68.31530404090881,18.90040874481201,0.561279296875,0.67919921875
12,1.3979786464146204,0.016247692917074476,0.02724002088819231,0.9997352361679077,1.0002648830413818,0.6903948102678571,0.5112653459821429,0.3435756138392857,0.817138671875,0.5498046875,0.292724609375,67.75921773910522,18.970428943634033,0.5584716796875,0.7110595703125
13,1.317425046648298,0.017349360244614736,0.027546722974096025,0.9995941519737244,1.0004057884216309,0.7066127232142857,0.48658970424107145,0.35960170200892855,0.8218994140625,0.5196533203125,0.315185546875,68.11358165740967,19.004866123199463,0.5440673828125,0.74072265625
14,1.2469839368547713,0.017861485481262207,0.028544498341424123,0.9994548559188843,1.0005451440811157,0.7152971540178571,0.47098214285714285,0.36183384486607145,0.828369140625,0.49658203125,0.3240966796875,68.18924736976624,19.056260108947754,0.52734375,0.757568359375
