#['main.py', '--data-set=mnist', '--batch-size=4096', '--lr=1e-5', '--epochs=50', '--constraint=EvenOdd(eps=0.4, delta=0.6, gamma=3.0)', '--oracle-steps=20', '--oracle-restarts=10']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0814208984375,1.0,1.0,0.0,19.148579120635986,1.0,1.0
1,2.2927423204694475,0.0,0.0,1.0,1.0,0.11478097098214286,1.0,1.0,0.155029296875,1.0,1.0,67.03440451622009,18.721776723861694,1.0,1.0
2,2.2460731778826033,0.0,0.0,1.0,1.0,0.24937220982142858,1.0,1.0,0.56689453125,1.0,1.0,67.307945728302,18.78363585472107,1.0,1.0
3,2.1874848774501254,1.8878197027204026e-06,1.8951056907618685e-05,1.0,1.0,0.37112862723214285,0.9997035435267857,0.9978201729910714,0.6873779296875,1.0,0.9990234375,67.54318118095398,19.030638933181763,0.9990234375,1.0
4,2.117551939828055,6.249468008588468e-05,0.0006235015711614064,1.0,1.0,0.45066615513392855,0.9924490792410714,0.9535260881696429,0.7236328125,0.9981689453125,0.8885498046875,67.89685988426208,18.930763006210327,0.8885498046875,1.0
5,2.0383923394339427,0.0005445220906819616,0.0037568932665245874,1.0,1.0,0.5193045479910714,0.9584263392857143,0.8023507254464286,0.759765625,0.9539794921875,0.619384765625,67.0585207939148,18.759143590927124,0.619384765625,1.0
6,1.950106484549386,0.0018059273383447102,0.009037828871182032,1.0,1.0,0.5682721819196429,0.8961879185267857,0.6170305524553571,0.7716064453125,0.892333984375,0.463134765625,67.51042103767395,18.9267578125,0.467041015625,0.99609375
7,1.8610143661499023,0.0036606905715806143,0.014252146439892905,1.0,1.0,0.5959821428571429,0.8323625837053571,0.4619663783482143,0.7828369140625,0.8216552734375,0.3541259765625,67.74574494361877,18.931150674819946,0.436767578125,0.9173583984375
8,1.7620468139648438,0.0065562474940504345,0.019265975270952498,1.0,1.0,0.6244070870535714,0.748046875,0.3486851283482143,0.7899169921875,0.7689208984375,0.260009765625,67.78938174247742,18.842273235321045,0.5025634765625,0.7574462890625
9,1.6650934219360352,0.008958959153720311,0.02281905710697174,1.0,1.0,0.6482456752232143,0.6827915736607143,0.30948311941964285,0.7974853515625,0.7109375,0.1893310546875,67.26324605941772,19.49486780166626,0.54345703125,0.645751953125
10,1.5710599081856864,0.011998842869486128,0.025965860911778042,1.0,1.0,0.6639578683035714,0.610107421875,0.2899867466517857,0.8016357421875,0.6478271484375,0.1734619140625,67.94164443016052,19.025214433670044,0.5684814453125,0.603515625
11,1.4800405502319336,0.014406836458614894,0.02889497152396611,1.0,1.0,0.6774553571428571,0.5577218191964286,0.27835518973214285,0.808837890625,0.5869140625,0.1815185546875,68.94599270820618,18.872899055480957,0.5867919921875,0.589111328125
12,1.3942443302699499,0.016868076154163907,0.030865352068628584,1.0,1.0,0.6891217912946429,0.5106724330357143,0.280029296875,0.8153076171875,0.5299072265625,0.19580078125,68.70658731460571,18.84648323059082,0.5972900390625,0.5892333984375
13,1.3114581789289201,0.019025857959474837,0.03233497270515987,1.0,1.0,0.7063860212053571,0.4729527064732143,0.28501674107142855,0.8201904296875,0.4749755859375,0.2037353515625,67.50565719604492,18.722169399261475,0.595703125,0.5953369140625
14,1.2390760694231306,0.020986616611480713,0.0343495500939233,1.0,1.0,0.7158726283482143,0.44102260044642855,0.2804652622767857,0.826416015625,0.440673828125,0.2122802734375,67.7353880405426,18.85591411590576,0.604248046875,0.591552734375
15,1.1739458356584822,0.02269487295831953,0.03572649189404079,1.0,1.0,0.7242431640625,0.4190673828125,0.28407505580357145,0.83544921875,0.4051513671875,0.2156982421875,67.53893804550171,19.02705407142639,0.60595703125,0.590576171875
16,1.1105379377092635,0.024070237364087785,0.03658840485981533,1.0,1.0,0.7384033203125,0.40223911830357145,0.28758021763392855,0.8402099609375,0.3753662109375,0.218017578125,67.69945049285889,18.85805583000183,0.6041259765625,0.5931396484375
17,1.0580405507768904,0.025567103709493364,0.03780406287738255,1.0,1.0,0.7441580636160714,0.38218470982142855,0.28140694754464285,0.8468017578125,0.3441162109375,0.22216796875,67.64824986457825,19.041587591171265,0.61181640625,0.5904541015625
18,1.0074383871895927,0.02643550293786185,0.03842705488204956,1.0,1.0,0.7523716517857143,0.376708984375,0.2871791294642857,0.8511962890625,0.3267822265625,0.228271484375,67.68745875358582,18.947810649871826,0.6123046875,0.5921630859375
19,0.9609619549342564,0.027566897017615184,0.03910766329084124,1.0,1.0,0.7610386439732143,0.3638392857142857,0.28916713169642855,0.8563232421875,0.313720703125,0.231689453125,68.40733242034912,19.0083110332489,0.6175537109375,0.5904541015625
20,0.9174150058201381,0.028227180242538452,0.04024514130183628,1.0,1.0,0.7676478794642857,0.3584681919642857,0.28482491629464285,0.861328125,0.300048828125,0.2259521484375,67.99350953102112,19.29271936416626,0.6204833984375,0.5802001953125
21,0.8784428324018206,0.028748637863567898,0.040646565811974664,1.0,1.0,0.7769601004464286,0.35402134486607145,0.28416224888392855,0.8662109375,0.285400390625,0.2318115234375,67.78964614868164,18.80203104019165,0.6197509765625,0.5823974609375
22,0.8452288082667759,0.02937526362282889,0.04142636060714722,1.0,1.0,0.7829241071428571,0.3511439732142857,0.28236607142857145,0.8709716796875,0.281494140625,0.228759765625,67.4028959274292,19.009425163269043,0.6182861328125,0.582763671875
23,0.8131701605660575,0.029622367450169156,0.04125386050769261,1.0,1.0,0.7879464285714286,0.35281808035714285,0.2855922154017857,0.8736572265625,0.2694091796875,0.235107421875,67.8802981376648,19.306568145751953,0.621337890625,0.583251953125
24,0.7900612013680595,0.029991454311779568,0.042043536901474,1.0,1.0,0.7902483258928571,0.3493129185267857,0.27994210379464285,0.8785400390625,0.263427734375,0.23828125,69.99986386299133,19.445998191833496,0.6280517578125,0.579345703125
25,0.760878494807652,0.03037767325128828,0.04205546634537833,1.0,1.0,0.7982177734375,0.3460693359375,0.28492954799107145,0.8807373046875,0.263671875,0.2374267578125,67.67715573310852,18.898854732513428,0.623779296875,0.5743408203125
26,0.7316526685442243,0.030566637005124773,0.042319340365273614,1.0,1.0,0.8068498883928571,0.34531947544642855,0.28212193080357145,0.88330078125,0.2618408203125,0.2469482421875,67.82705116271973,18.947975635528564,0.636962890625,0.5760498046875
27,0.7156469481331962,0.03078996922288622,0.04235084993498666,1.0,1.0,0.8077741350446429,0.3443603515625,0.28587123325892855,0.885498046875,0.2589111328125,0.2391357421875,68.95199513435364,19.16210126876831,0.6297607421875,0.5738525390625
28,0.6913463047572544,0.030898794531822205,0.04265021426337106,1.0,1.0,0.8144705636160714,0.34517996651785715,0.28367396763392855,0.8876953125,0.2615966796875,0.2391357421875,67.72535991668701,18.96288776397705,0.6304931640625,0.5679931640625
29,0.6770942551749093,0.03075294409479414,0.04273642812456403,1.0,1.0,0.8141566685267857,0.34657505580357145,0.28358677455357145,0.8905029296875,0.2535400390625,0.2391357421875,67.05506491661072,18.902100801467896,0.6346435546875,0.561767578125
30,0.6573107583182198,0.031016500932829722,0.0428442827292851,1.0,1.0,0.8203473772321429,0.34554617745535715,0.28634207589285715,0.8909912109375,0.261962890625,0.240478515625,67.0611207485199,18.697534799575806,0.63037109375,0.567626953125
31,0.6412215914045062,0.03092251718044281,0.04288525240761893,1.0,1.0,0.8239048549107143,0.34744698660714285,0.28465053013392855,0.894287109375,0.2623291015625,0.2362060546875,68.00129914283752,18.908949851989746,0.6328125,0.559326171875
32,0.6294677598135812,0.030676415988377163,0.04259781752313886,1.0,1.0,0.8292061941964286,0.35086495535714285,0.2869873046875,0.8958740234375,0.2601318359375,0.2518310546875,68.0321717262268,19.01215672492981,0.638916015625,0.5650634765625
33,0.6105363028390067,0.0307010965687888,0.04291384134973798,1.0,1.0,0.8316301618303571,0.3519810267857143,0.28627232142857145,0.89697265625,0.25537109375,0.2396240234375,67.51945185661316,18.82466459274292,0.6357421875,0.5570068359375
34,0.5987443923950195,0.03065926049436842,0.04295794027192252,1.0,1.0,0.8360072544642857,0.34854561941964285,0.28538295200892855,0.9002685546875,0.26220703125,0.24658203125,67.51276445388794,18.71100640296936,0.6337890625,0.564208984375
35,0.5840729304722377,0.03050413727760315,0.04282444715499878,1.0,1.0,0.8377685546875,0.35482352120535715,0.28635951450892855,0.9017333984375,0.2637939453125,0.248779296875,67.0745964050293,18.9171085357666,0.6356201171875,0.5594482421875
36,0.5758758272443499,0.030490558062280928,0.04272921170507159,1.0,1.0,0.840576171875,0.35245186941964285,0.2914515904017857,0.9029541015625,0.2669677734375,0.2413330078125,68.49554395675659,18.89102840423584,0.6326904296875,0.551025390625
37,0.5661186831338065,0.03056126832962036,0.04288916076932635,1.0,1.0,0.8414829799107143,0.35464913504464285,0.28751046316964285,0.90478515625,0.2674560546875,0.244140625,67.9393994808197,19.246742248535156,0.6343994140625,0.5535888671875
38,0.554210935320173,0.030469549553734914,0.042752248900277276,1.0,1.0,0.8460693359375,0.35367257254464285,0.29037039620535715,0.9058837890625,0.2686767578125,0.2437744140625,66.92301726341248,18.678760290145874,0.6346435546875,0.5562744140625
