#['main.py', '--data-set=mnist', '--batch-size=4096', '--lr=1e-5', '--epochs=50', '--constraint=EvenOdd(eps=0.4, delta=0.6, gamma=3.0)', '--oracle-steps=20', '--oracle-restarts=10', '--delay=10', '--logic=GD']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time,Extra0,Extra1
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0814208984375,1.0,1.0,0.0,19.412172555923462,1.0,1.0
1,2.2927423204694475,0.5961356844220843,0.6171829359872001,1.0,1.0,0.11478097098214286,1.0,1.0,0.155029296875,1.0,1.0,67.72768449783325,18.914693355560303,1.0,1.0
2,2.2460731778826033,0.6027923992701939,0.6278745106288365,1.0,1.0,0.24937220982142858,1.0,0.9998256138392857,0.56689453125,1.0,1.0,67.76527833938599,18.943306922912598,1.0,1.0
3,2.1874848774501254,0.6159323283604213,0.648820195879255,1.0,1.0,0.37112862723214285,0.9997035435267857,0.9881591796875,0.6873779296875,1.0,0.9993896484375,67.5735559463501,18.948734998703003,0.9993896484375,1.0
4,2.117551939828055,0.6316026960100446,0.6760802268981934,1.0,1.0,0.45066615513392855,0.9924490792410714,0.9143763950892857,0.7236328125,0.9981689453125,0.8956298828125,68.65043544769287,19.11612582206726,0.8956298828125,1.0
5,2.0383923394339427,0.6517862592424665,0.7126359258379255,1.0,1.0,0.5193045479910714,0.9584263392857143,0.7324393136160714,0.759765625,0.9539794921875,0.6175537109375,67.70281910896301,19.11829161643982,0.6175537109375,1.0
6,1.950106484549386,0.6742747170584542,0.7529370444161552,1.0,1.0,0.5682721819196429,0.8961879185267857,0.5481131417410714,0.7716064453125,0.892333984375,0.462158203125,68.02984309196472,18.935662746429443,0.4642333984375,0.9979248046875
7,1.8610143661499023,0.6973697798592704,0.7919810158865792,1.0,1.0,0.5959821428571429,0.8323625837053571,0.42171805245535715,0.7828369140625,0.8216552734375,0.353515625,68.90494084358215,19.17706823348999,0.423095703125,0.930419921875
8,1.7620468139648438,0.7245594433375767,0.8290679795401437,1.0,1.0,0.6244070870535714,0.748046875,0.32113211495535715,0.7899169921875,0.7689208984375,0.2220458984375,67.88394141197205,19.28851866722107,0.442626953125,0.779052734375
9,1.6650934219360352,0.7483270508902413,0.8593907356262207,1.0,1.0,0.6482456752232143,0.6827915736607143,0.2701939174107143,0.7974853515625,0.7109375,0.1151123046875,67.72712254524231,18.92459487915039,0.4615478515625,0.6483154296875
10,1.5710599081856864,0.7741738046918597,0.8845368112836566,1.0,1.0,0.6639578683035714,0.610107421875,0.245361328125,0.8016357421875,0.6478271484375,0.082275390625,67.57082462310791,18.930846691131592,0.473388671875,0.585205078125
